,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
512,x209,10,48.92989543,0,Propriva,Female,7,29
513,u364,10,46.56841719,2,Capomulin,Male,18,17
514,k483,10,50.29604123,1,Infubinol,Female,20,30
515,o973,10,48.24579043,0,Ketapril,Female,11,29
516,y163,10,49.1123991,1,Infubinol,Female,17,27
517,e213,10,47.3915712,2,Naftisol,Male,8,27
518,a251,10,48.59117901,1,Infubinol,Female,21,25
519,p387,10,53.36296294,0,Stelasyn,Male,3,30
520,v923,10,39.84822328,0,Capomulin,Female,19,21
521,x111,10,49.12296898,1,Propriva,Female,24,27
522,a577,10,49.5096389,1,Infubinol,Female,6,25
523,g288,10,46.30400254,1,Capomulin,Male,3,19
524,v603,10,47.8305568,0,Ketapril,Female,22,30
525,c139,10,49.99295391,0,Infubinol,Male,11,28
526,j296,10,48.52997762,2,Ceftamin,Female,24,30
527,o331,10,50.12845481,1,Ketapril,Male,24,30
528,b759,10,49.13335499,0,Ceftamin,Female,12,25
529,l490,10,47.25960594,1,Ceftamin,Male,24,26
530,z969,10,52.65608148,1,Naftisol,Male,9,30
531,n671,10,51.03935653,0,Infubinol,Male,18,25
532,g107,10,53.43598668,0,Ketapril,Female,2,29
533,v835,10,48.96591797,0,Naftisol,Male,7,29
534,s710,10,43.68802627,0,Capomulin,Female,1,23
535,s121,10,49.04883479,1,Infubinol,Male,23,26
536,f436,10,48.14697758,2,Ceftamin,Female,3,25
537,r604,10,48.78655957,1,Naftisol,Male,7,30
538,l733,10,48.35495154,0,Ceftamin,Female,4,30
539,l509,10,46.75907363,0,Capomulin,Male,17,21
540,y260,10,48.08180678,1,Ketapril,Female,7,25
541,v766,10,50.36310988,1,Infubinol,Male,16,27
542,n304,10,47.20125097,0,Naftisol,Male,9,26
543,a457,10,49.78341894,0,Ketapril,Female,11,30
544,l558,10,46.78453491,0,Ceftamin,Female,13,30
545,o725,10,48.199452,0,Naftisol,Male,4,26
546,c819,10,46.65839527,1,Ketapril,Male,21,25
547,i738,10,43.42101414,0,Capomulin,Female,23,20
548,n923,10,48.79194986,1,Ketapril,Male,19,30
549,p189,10,51.58216168,2,Ketapril,Male,8,28
550,q119,10,51.23660557,0,Ketapril,Male,17,30
551,l661,10,49.68361956,0,Ceftamin,Male,18,26
552,f993,10,48.18537323,0,Naftisol,Male,21,28
553,m957,10,46.4145177,1,Capomulin,Female,3,19
554,h246,10,51.36886216,1,Ketapril,Male,13,30
555,w151,10,46.50147609,1,Ceftamin,Male,24,25
556,y769,10,48.01516261,1,Ceftamin,Female,6,27
557,y865,10,49.52273955,1,Ceftamin,Male,23,26
558,b559,10,48.03643202,0,Naftisol,Male,20,26
559,s141,10,47.23569156,0,Propriva,Male,8,25
560,l471,10,48.18206306,0,Ceftamin,Female,7,28
561,x930,10,50.26069441,0,Naftisol,Male,13,26
562,a685,10,47.66475264,0,Infubinol,Male,8,30
563,w193,10,48.34655046,0,Infubinol,Male,22,30
564,x822,10,48.98371668,1,Ceftamin,Male,3,29
565,k382,10,50.18096763,1,Ketapril,Male,22,29
566,v289,10,48.13348207,0,Ketapril,Female,3,26
567,b487,10,47.6643871,0,Ceftamin,Female,6,28
568,c895,10,49.77901542,0,Infubinol,Female,7,29
569,t724,10,50.70389965,0,Naftisol,Female,2,25
570,j119,10,46.42536551,0,Capomulin,Female,7,23
571,p438,10,50.51749789,0,Ceftamin,Female,11,26
572,r701,10,49.65459636,0,Naftisol,Male,21,25
573,m650,10,50.96899763,1,Ketapril,Male,15,27
574,i557,10,42.99207658,0,Capomulin,Female,1,24
575,v719,10,51.49705412,1,Infubinol,Female,17,30
576,c927,10,50.96529767,1,Propriva,Female,4,26
577,x264,10,47.88712765,1,Naftisol,Female,21,27
578,v991,10,52.6449057,1,Propriva,Female,10,30
579,l264,10,50.65958094,0,Ketapril,Female,15,30
580,o562,10,47.14767002,1,Propriva,Female,4,25
581,f345,10,47.22244619,0,Infubinol,Male,23,26
582,a818,10,49.79091948,0,Naftisol,Female,12,28
583,o287,10,47.36020084,1,Ceftamin,Male,2,28
584,m550,10,50.54803457,2,Ketapril,Male,18,28
585,l700,10,47.01356652,1,Naftisol,Female,18,27
586,g316,10,44.50204246,0,Capomulin,Female,22,22
587,u149,10,47.40483439,0,Ceftamin,Male,24,29
588,e476,10,49.43168536,0,Infubinol,Male,23,26
589,k210,10,49.37993231,0,Ceftamin,Male,15,28
590,l725,10,50.82391154,2,Naftisol,Female,8,26
591,a275,10,47.37134328,0,Ceftamin,Female,20,28
592,z795,10,48.0308039,0,Naftisol,Female,13,29
593,c580,10,47.57017382,1,Ketapril,Male,22,25
594,m133,10,47.50333803,0,Naftisol,Female,2,26
595,w422,10,49.93597024,0,Ketapril,Female,18,26
596,x581,10,49.06702788,1,Ceftamin,Female,19,28
597,v295,10,47.53946216,2,Naftisol,Female,2,27
598,a203,10,51.8524372,1,Infubinol,Female,20,23
599,y793,10,41.63001026,1,Capomulin,Male,17,17
600,q483,10,47.8391005,1,Ceftamin,Male,6,26
601,w584,10,47.29850794,0,Infubinol,Male,3,29
602,f966,10,35.6244027,0,Capomulin,Male,16,17
603,q132,10,47.95384377,2,Infubinol,Female,1,30
604,m269,10,50.86013006,0,Stelasyn,Female,22,28
605,w167,10,51.82640965,0,Placebo,Female,6,28
606,m601,10,36.82536664,1,Capomulin,Male,22,17
607,a492,10,48.43219661,0,Stelasyn,Male,20,25
608,x773,10,47.18920597,2,Placebo,Female,21,30
609,a401,10,47.7259374,1,Zoniferol,Female,8,25
610,i177,10,41.02092924,0,Ramicane,Male,10,18
611,s166,10,49.00012468,0,Placebo,Male,19,27
612,q582,10,47.01357514,1,Placebo,Male,5,30
613,w540,10,47.45906658,1,Stelasyn,Female,8,26
614,j365,10,48.34932028,0,Zoniferol,Male,24,28
615,v764,10,48.18900062,1,Stelasyn,Female,5,30
616,g791,10,40.17055848,0,Ramicane,Male,11,16
617,y478,10,52.28893409,1,Placebo,Female,3,25
618,l897,10,46.15473721,0,Capomulin,Male,17,19
619,o795,10,51.1237037,1,Placebo,Female,20,26
620,g989,10,51.74515613,0,Propriva,Female,21,26
621,p136,10,50.90789028,0,Zoniferol,Female,5,28
622,t451,10,48.95791906,0,Stelasyn,Male,8,29
623,c282,10,48.17950638,0,Placebo,Male,12,27
624,s337,10,47.8944415,0,Zoniferol,Male,14,27
625,m546,10,43.74822357,0,Ramicane,Male,18,16
626,v989,10,52.61468889,1,Placebo,Male,4,25
627,a788,10,50.15972132,1,Zoniferol,Male,5,30
628,a644,10,46.38071258,0,Ramicane,Female,7,17
629,v409,10,50.64903842,1,Placebo,Female,16,25
630,r944,10,46.54429202,0,Capomulin,Male,12,25
631,a963,10,47.15052201,0,Stelasyn,Female,23,27
632,t994,10,52.6141635,1,Placebo,Male,14,30
633,c559,10,47.29326012,0,Zoniferol,Female,19,28
634,a520,10,36.42938781,0,Ramicane,Male,13,21
635,a444,10,44.51255951,0,Ramicane,Female,10,25
636,u196,10,46.42294306,1,Ramicane,Male,18,25
637,e227,10,51.34975705,1,Placebo,Male,1,30
638,f129,10,48.17971908,1,Zoniferol,Female,11,29
639,t718,10,46.39268805,1,Placebo,Female,10,30
640,n967,10,47.47172327,1,Zoniferol,Male,11,27
641,d251,10,42.43225791,1,Ramicane,Female,8,19
642,b313,10,48.31937218,1,Zoniferol,Male,12,27
643,f545,10,51.07251225,0,Zoniferol,Female,20,26
644,a411,10,40.75978762,1,Ramicane,Male,3,22
645,w914,10,43.23196275,0,Capomulin,Male,24,21
646,c302,10,48.53356704,1,Zoniferol,Female,10,29
647,j989,10,46.34383237,1,Ramicane,Male,8,19
648,k894,10,49.27287011,1,Zoniferol,Female,13,29
649,y449,10,46.37809248,0,Ramicane,Male,19,24
650,w150,10,39.95234669,0,Capomulin,Male,23,23
651,j913,10,44.49716216,0,Ramicane,Female,4,17
652,a897,10,47.97292708,1,Placebo,Male,7,28
653,k754,10,49.74611666,0,Zoniferol,Female,8,26
654,k403,10,35.01427146,1,Ramicane,Male,21,16
655,c757,10,49.21931669,0,Placebo,Male,9,27
656,g296,10,48.26950861,0,Zoniferol,Female,14,29
657,r921,10,42.71192694,0,Ramicane,Female,5,25
658,q633,10,49.00186559,0,Zoniferol,Male,12,25
659,t565,10,46.74900552,0,Capomulin,Female,20,17
660,r811,10,39.453903,0,Ramicane,Male,9,19
661,f234,10,47.90432375,0,Stelasyn,Male,14,28
662,x613,10,46.8181759,0,Zoniferol,Female,2,29
663,x402,10,46.88696249,1,Stelasyn,Male,21,28
664,o302,10,49.70144989,0,Placebo,Female,2,29
665,w575,10,50.13595547,1,Zoniferol,Female,16,28
666,c458,10,44.45437828,1,Ramicane,Female,23,20
667,i477,10,47.52063206,0,Placebo,Female,3,30
668,c758,10,46.28799223,0,Ramicane,Male,9,17
669,d164,10,47.47464468,1,Zoniferol,Male,21,28
670,q610,10,44.99148471,0,Ramicane,Female,18,21
671,s185,10,37.61494768,0,Capomulin,Female,3,17
672,q511,10,50.31164687,0,Zoniferol,Female,2,28
673,c264,10,49.02659196,0,Zoniferol,Female,11,27
674,k862,10,50.52355007,1,Stelasyn,Female,13,25
675,n763,10,46.81731526,1,Placebo,Female,16,25
676,h333,10,46.23384414,1,Stelasyn,Male,21,27
677,c402,10,50.56689412,1,Stelasyn,Female,1,27
678,q787,10,48.59386234,1,Placebo,Male,17,27
679,b128,10,43.2708519,0,Capomulin,Female,9,22
680,g867,10,48.18340167,0,Stelasyn,Female,9,25
681,g989,10,49.8805278,0,Propriva,Female,21,26
682,b742,10,41.99922813,0,Capomulin,Male,7,21
683,e662,10,46.40908385,0,Ramicane,Male,8,24
684,i669,10,48.2816334,1,Placebo,Female,18,27
685,a699,10,47.86737569,0,Propriva,Female,5,28
686,q597,10,42.53798598,0,Ramicane,Male,20,25
687,j984,10,50.14108401,1,Stelasyn,Female,2,30
688,a262,10,49.59518129,1,Placebo,Female,17,29
689,w350,10,48.89955238,0,Propriva,Male,7,26
690,n364,10,40.3751382,0,Ramicane,Male,4,17
691,z578,10,42.95211843,0,Ramicane,Male,11,16
692,w697,10,48.925056,2,Stelasyn,Female,14,30
693,p310,10,48.66560668,1,Propriva,Male,6,26
694,k603,10,46.60694676,0,Propriva,Male,2,27
695,k510,10,47.6582498,1,Stelasyn,Female,8,27
696,r850,10,48.51509085,1,Placebo,Male,5,30
697,j235,10,48.01878792,1,Placebo,Male,6,30
698,i901,10,50.42124982,0,Stelasyn,Male,23,29
699,s152,10,52.1816442,2,Placebo,Female,4,30
700,o926,10,47.56567364,1,Zoniferol,Male,15,29
701,m331,10,47.64687735,1,Zoniferol,Female,19,26
702,x401,10,39.11389068,0,Capomulin,Female,16,15
703,l215,10,53.6539696,1,Propriva,Male,10,29
704,j246,10,46.4083613,0,Capomulin,Female,21,21
705,s508,10,34.8509979,0,Ramicane,Male,1,17
706,p981,10,47.54584585,0,Stelasyn,Male,20,29
707,i334,10,41.63124731,0,Ramicane,Female,8,20
708,r157,10,46.05960827,0,Capomulin,Male,22,25
709,t198,10,49.00080978,1,Propriva,Male,22,26
710,c766,10,49.50027098,1,Placebo,Female,13,26
711,q597,15,41.39566036,0,Ramicane,Male,20,25
712,l661,15,50.94754484,1,Ceftamin,Male,18,26
713,y769,15,52.76102114,2,Ceftamin,Female,6,27
714,s185,15,38.17723195,0,Capomulin,Female,3,17
715,d251,15,39.47278744,1,Ramicane,Female,8,19
716,y865,15,50.80651856,1,Ceftamin,Male,23,26
717,a685,15,48.95147442,0,Infubinol,Male,8,30
718,a262,15,53.82797367,2,Placebo,Female,17,29
719,b128,15,43.78489343,0,Capomulin,Female,9,22
720,r811,15,40.02229235,0,Ramicane,Male,9,19
721,z581,15,51.1963042,2,Infubinol,Female,24,25
722,c819,15,48.37099912,1,Ketapril,Male,21,25
723,r850,15,50.21860469,1,Placebo,Male,5,30
724,b559,15,51.37886229,0,Naftisol,Male,20,26
725,c264,15,53.66494165,1,Zoniferol,Female,11,27
726,o302,15,51.38148886,0,Placebo,Female,2,29
727,g288,15,42.17230079,1,Capomulin,Male,3,19
728,h246,15,56.18432701,1,Ketapril,Male,13,30
729,a251,15,50.53445603,1,Infubinol,Female,21,25
730,c757,15,51.532603,0,Placebo,Male,9,27
731,j989,15,41.12835439,1,Ramicane,Male,8,19
732,i334,15,39.15800115,0,Ramicane,Female,8,20
733,f993,15,49.10697473,1,Naftisol,Male,21,28
734,y449,15,44.18345092,0,Ramicane,Male,19,24
735,i738,15,37.97877782,0,Capomulin,Female,23,20
736,i386,15,51.73656088,2,Infubinol,Female,23,29
737,u327,15,50.65996437,0,Ketapril,Male,17,25
738,q787,15,49.21773243,2,Placebo,Male,17,27
739,n923,15,51.73870623,1,Ketapril,Male,19,30
740,c758,15,46.94094512,1,Ramicane,Male,9,17
741,c302,15,52.71663459,2,Zoniferol,Female,10,29
742,q132,15,49.15974862,3,Infubinol,Female,1,30
743,n671,15,54.21606411,0,Infubinol,Male,18,25
744,a897,15,52.34308525,2,Placebo,Male,7,28
745,k403,15,34.22399174,1,Ramicane,Male,21,16
746,b313,15,49.18838735,1,Zoniferol,Male,12,27
747,p189,15,53.6755415,2,Ketapril,Male,8,28
748,m957,15,39.80445341,1,Capomulin,Female,3,19
749,w151,15,47.24292865,1,Ceftamin,Male,24,25
750,v603,15,52.10294744,0,Ketapril,Female,22,30
751,j296,15,50.70127959,2,Ceftamin,Female,24,30
752,o331,15,54.78976769,1,Ketapril,Male,24,30
753,a644,15,46.91089166,0,Ramicane,Female,7,17
754,o809,15,49.68344504,1,Infubinol,Male,3,25
755,n763,15,47.79809961,1,Placebo,Female,16,25
756,w422,15,52.24630985,0,Ketapril,Female,18,26
757,o795,15,55.88633793,2,Placebo,Female,20,26
758,a203,15,52.7778705,1,Infubinol,Female,20,23
759,a520,15,35.590254,0,Ramicane,Male,13,21
760,y163,15,51.52306843,1,Infubinol,Female,17,27
761,r944,15,47.37342325,0,Capomulin,Male,12,25
762,m550,15,51.16606544,3,Ketapril,Male,18,28
763,f345,15,48.35223854,0,Infubinol,Male,23,26
764,s152,15,57.22498064,2,Placebo,Female,4,30
765,t994,15,53.45863887,1,Placebo,Male,14,30
766,c895,15,52.94946474,1,Infubinol,Female,7,29
767,y793,15,42.28366512,1,Capomulin,Male,17,17
768,u196,15,47.22717065,1,Ramicane,Male,18,25
769,c832,15,52.86453449,1,Ketapril,Male,18,29
770,s508,15,35.27690634,0,Ramicane,Male,1,17
771,m546,15,39.89743533,0,Ramicane,Male,18,16
772,a577,15,50.91500662,2,Infubinol,Female,6,25
773,m650,15,53.14955933,1,Ketapril,Male,15,27
774,v719,15,52.60910758,1,Infubinol,Female,17,30
775,c766,15,50.59663325,2,Placebo,Female,13,26
776,c282,15,49.26607873,0,Placebo,Male,12,27
777,j235,15,51.16113815,1,Placebo,Male,6,30
778,e227,15,52.83394196,1,Placebo,Male,1,30
779,c139,15,51.8332246,0,Infubinol,Male,11,28
780,n364,15,36.94027399,0,Ramicane,Male,4,17
781,v289,15,52.60216564,0,Ketapril,Female,3,26
782,r921,15,43.52726054,0,Ramicane,Female,5,25
783,y478,15,53.61040585,1,Placebo,Female,3,25
784,c580,15,51.991708,1,Ketapril,Male,22,25
785,t565,15,44.44094861,0,Capomulin,Female,20,17
786,g497,15,53.64616804,1,Ketapril,Male,19,28
787,t718,15,48.08512552,1,Placebo,Female,10,30
788,g107,15,58.13554485,0,Ketapril,Female,2,29
789,s121,15,50.82456031,2,Infubinol,Male,23,26
790,z578,15,38.68851607,0,Ramicane,Male,11,16
791,j246,15,43.31265415,0,Capomulin,Female,21,21
792,k804,15,50.47761824,0,Infubinol,Female,23,29
793,w167,15,53.90048909,0,Placebo,Female,6,28
794,d474,15,47.77793584,0,Ketapril,Male,18,27
795,y260,15,50.19615224,2,Ketapril,Female,7,25
796,v766,15,51.54243058,1,Infubinol,Male,16,27
797,w584,15,51.26543971,0,Infubinol,Male,3,29
798,x773,15,47.67123558,3,Placebo,Female,21,30
799,i669,15,48.8576007,1,Placebo,Female,18,27
800,i177,15,40.33093479,0,Ramicane,Male,10,18
801,r157,15,46.53920617,0,Capomulin,Male,22,25
802,k382,15,54.42916821,1,Ketapril,Male,22,29
803,k483,15,53.24445813,1,Infubinol,Female,20,30
804,q582,15,48.32264018,2,Placebo,Male,5,30
805,e476,15,54.04621267,0,Infubinol,Male,23,26
806,g791,15,40.67812852,0,Ramicane,Male,11,16
807,g316,15,45.21674299,0,Capomulin,Female,22,22
808,r554,15,35.46375763,2,Capomulin,Female,8,17
809,o973,15,49.87193582,0,Ketapril,Female,11,29
810,e662,15,43.55377339,0,Ramicane,Male,8,24
811,w193,15,49.38557373,0,Infubinol,Male,22,30
812,s141,15,49.23234538,1,Propriva,Male,8,25
813,n967,15,49.82500362,1,Zoniferol,Male,11,27
814,p438,15,52.19836818,0,Ceftamin,Female,11,26
815,g989,15,51.32585207,1,Propriva,Female,21,26
816,b487,15,51.68325586,0,Ceftamin,Female,6,28
817,g570,15,52.6826954,1,Propriva,Male,16,29
818,j119,15,47.32298428,0,Capomulin,Female,7,23
819,j755,15,51.45397391,0,Naftisol,Male,23,27
820,v764,15,49.41262418,2,Stelasyn,Female,5,30
821,a818,15,51.22756565,0,Naftisol,Female,12,28
822,o287,15,48.67945261,1,Ceftamin,Male,2,28
823,w540,15,48.25014636,2,Stelasyn,Female,8,26
824,w350,15,50.8546323,1,Propriva,Male,7,26
825,q483,15,48.4684826,1,Ceftamin,Male,6,26
826,j365,15,49.58826336,0,Zoniferol,Male,24,28
827,j984,15,51.16675687,1,Stelasyn,Female,2,30
828,v295,15,50.66605391,2,Naftisol,Female,2,27
829,s187,15,52.08163225,1,Propriva,Male,22,25
830,a401,15,49.93472542,1,Zoniferol,Female,8,25
831,x581,15,49.74642744,2,Ceftamin,Female,19,28
832,a492,15,51.9852629,0,Stelasyn,Male,20,25
833,e291,15,49.3484262,1,Naftisol,Female,14,29
834,a275,15,49.73440359,0,Ceftamin,Female,20,28
835,f129,15,49.98830246,1,Zoniferol,Female,11,29
836,s565,15,54.32831664,1,Stelasyn,Female,3,29
837,x402,15,49.1199478,1,Stelasyn,Male,21,28
838,l725,15,54.24456268,2,Naftisol,Female,8,26
839,b742,15,39.52484301,0,Capomulin,Male,7,21
840,t724,15,55.58461724,0,Naftisol,Female,2,25
841,k210,15,51.07355752,0,Ceftamin,Male,15,28
842,p136,15,51.99141616,1,Zoniferol,Female,5,28
843,m269,15,55.9053436,0,Stelasyn,Female,22,28
844,q511,15,52.13308139,0,Zoniferol,Female,2,28
845,u946,15,47.67302921,1,Propriva,Male,5,30
846,x401,15,39.77625003,0,Capomulin,Female,16,15
847,g558,15,51.007258,0,Propriva,Male,8,29
848,t451,15,49.65278772,0,Stelasyn,Male,8,29
849,z795,15,49.36813189,1,Naftisol,Female,13,29
850,o562,15,51.50508551,1,Propriva,Female,4,25
851,s337,15,48.57151582,0,Zoniferol,Male,14,27
852,v991,15,54.588591,1,Propriva,Female,10,30
853,a788,15,52.53994926,1,Zoniferol,Male,5,30
854,a963,15,47.83685218,0,Stelasyn,Female,23,27
855,x264,15,50.00231403,1,Naftisol,Female,21,27
856,e584,15,48.43041053,1,Naftisol,Male,9,27
857,c927,15,53.26643087,1,Propriva,Female,4,26
858,p981,15,49.65770973,0,Stelasyn,Male,20,29
859,o926,15,48.25424839,1,Zoniferol,Male,15,29
860,i557,15,43.5298757,0,Capomulin,Female,1,24
861,c559,15,51.41490358,1,Zoniferol,Female,19,28
862,u364,15,47.21219992,2,Capomulin,Male,18,17
863,r701,15,52.48480443,0,Naftisol,Male,21,25
864,l897,15,44.0615214,0,Capomulin,Male,17,19
865,k510,15,49.6870517,1,Stelasyn,Female,8,27
866,e213,15,51.7916953,2,Naftisol,Male,8,27
867,h333,15,50.69260358,2,Stelasyn,Male,21,27
868,c402,15,52.23071944,1,Stelasyn,Female,1,27
869,g989,15,53.44201976,0,Propriva,Female,21,26
870,m601,15,35.46461175,1,Capomulin,Male,22,17
871,m133,15,48.6652074,1,Naftisol,Female,2,26
872,m331,15,52.11008758,1,Zoniferol,Female,19,26
873,w914,15,43.68844893,0,Capomulin,Male,24,21
874,s710,15,41.84523536,0,Capomulin,Female,1,23
875,a699,15,49.53040137,0,Propriva,Female,5,28
876,g296,15,49.65324404,1,Zoniferol,Female,14,29
877,a411,15,41.48416885,1,Ramicane,Male,3,22
878,b879,15,51.61838657,1,Stelasyn,Female,4,26
879,p387,15,55.25138033,0,Stelasyn,Male,3,30
880,r604,15,51.07452073,1,Naftisol,Male,7,30
881,l509,15,47.48859931,1,Capomulin,Male,17,21
882,f436,15,48.72207785,2,Ceftamin,Female,3,25
883,u149,15,48.52237343,0,Ceftamin,Male,24,29
884,b759,15,51.58779906,0,Ceftamin,Female,12,25
885,g867,15,51.06041924,1,Stelasyn,Female,9,25
886,k603,15,48.7752855,0,Propriva,Male,2,27
887,i635,15,49.53689775,1,Propriva,Male,21,26
888,k862,15,54.47453362,1,Stelasyn,Female,13,25
889,k754,15,51.32356994,0,Zoniferol,Female,8,26
890,j913,15,45.25253427,0,Ramicane,Female,4,17
891,v835,15,50.54520646,1,Naftisol,Male,7,29
892,l490,15,50.52481268,1,Ceftamin,Male,24,26
893,k894,15,49.9877657,1,Zoniferol,Female,13,29
894,l733,15,49.28519504,0,Ceftamin,Female,4,30
895,f966,15,32.62300253,0,Capomulin,Male,16,17
896,f545,15,53.94554429,1,Zoniferol,Female,20,26
897,o725,15,50.01507902,1,Naftisol,Male,4,26
898,p310,15,49.77074144,1,Propriva,Male,6,26
899,r107,15,53.09033546,0,Propriva,Female,2,28
900,q633,15,50.5835573,1,Zoniferol,Male,12,25
901,x930,15,51.97376864,0,Naftisol,Male,13,26
902,f234,15,48.73519714,1,Stelasyn,Male,14,28
903,l700,15,49.04022529,1,Naftisol,Female,18,27
904,a444,15,43.00127957,0,Ramicane,Female,10,25
905,a366,15,55.26558163,0,Stelasyn,Female,16,29
906,x822,15,49.69466533,1,Ceftamin,Male,3,29
907,x613,15,48.0776464,0,Zoniferol,Female,2,29
908,l471,15,49.40687901,0,Ceftamin,Female,7,28
909,z969,15,54.71300452,2,Naftisol,Male,9,30
910,c458,15,45.10742313,2,Ramicane,Female,23,20
911,q610,15,45.88902756,0,Ramicane,Female,18,21
912,w697,15,52.65726519,2,Stelasyn,Female,14,30
913,v923,15,40.45798877,0,Capomulin,Female,19,21
914,w575,15,50.86745176,1,Zoniferol,Female,16,28
915,t198,15,49.7811808,2,Propriva,Male,22,26
916,n304,15,48.47797895,0,Naftisol,Male,9,26
917,i901,15,51.41964239,0,Stelasyn,Male,23,29
918,u364,20,40.34394812,2,Capomulin,Male,18,17
919,o926,20,51.82663825,2,Zoniferol,Male,15,29
920,q132,20,51.90902494,4,Infubinol,Female,1,30
921,a577,20,52.36518457,2,Infubinol,Female,6,25
922,i386,20,55.08772445,2,Infubinol,Female,23,29
923,t198,20,51.49073998,3,Propriva,Male,22,26
924,g558,20,55.09009691,1,Propriva,Male,8,29
925,c766,20,53.00686463,3,Placebo,Female,13,26
926,u946,20,49.11004966,1,Propriva,Male,5,30
927,p310,20,54.20518054,1,Propriva,Male,6,26
928,s152,20,62.35160945,2,Placebo,Female,4,30
929,z581,20,51.80794416,2,Infubinol,Female,24,25
930,f966,20,30.48598484,0,Capomulin,Male,16,17
931,o809,20,50.33655288,1,Infubinol,Male,3,25
932,s187,20,53.74473406,1,Propriva,Male,22,25
933,b128,20,42.731552,0,Capomulin,Female,9,22
934,i669,20,50.87369027,1,Placebo,Female,18,27
935,b742,20,37.95035546,0,Capomulin,Male,7,21
936,k804,20,54.48451945,0,Infubinol,Female,23,29
937,a699,20,50.71242334,0,Propriva,Female,5,28
938,i635,20,51.87706189,1,Propriva,Male,21,26
939,r107,20,55.2638584,0,Propriva,Female,2,28
940,r554,20,36.01558858,2,Capomulin,Female,8,17
941,w350,20,52.13232061,1,Propriva,Male,7,26
942,k603,20,50.18010935,0,Propriva,Male,2,27
943,a251,20,54.46259376,1,Infubinol,Female,21,25
944,k483,20,54.77896052,1,Infubinol,Female,20,30
945,a262,20,57.01331331,2,Placebo,Female,17,29
946,n763,20,49.25812581,1,Placebo,Female,16,25
947,q787,20,50.22993419,2,Placebo,Male,17,27
948,y163,20,54.57107607,1,Infubinol,Female,17,27
949,g570,20,54.64329541,1,Propriva,Male,16,29
950,g989,20,55.32612202,1,Propriva,Female,21,26
951,s141,20,51.6216457,1,Propriva,Male,8,25
952,q511,20,52.67271205,0,Zoniferol,Female,2,28
953,s121,20,52.0050659,2,Infubinol,Male,23,26
954,t718,20,52.6367,2,Placebo,Female,10,30
955,k210,20,51.99761855,0,Ceftamin,Male,15,28
956,u149,20,50.37805789,0,Ceftamin,Male,24,29
957,n671,20,54.82252091,0,Infubinol,Male,18,25
958,o302,20,56.17761143,0,Placebo,Female,2,29
959,q633,20,53.28728681,1,Zoniferol,Male,12,25
960,x822,20,51.91490968,2,Ceftamin,Male,3,29
961,a685,20,49.49055902,0,Infubinol,Male,8,30
962,m957,20,38.90934919,1,Capomulin,Female,3,19
963,w575,20,55.5918155,1,Zoniferol,Female,16,28
964,l733,20,53.24431157,1,Ceftamin,Female,4,30
965,c757,20,52.81863401,1,Placebo,Male,9,27
966,w151,20,49.55426295,2,Ceftamin,Male,24,25
967,g296,20,51.4471183,2,Zoniferol,Female,14,29
968,s185,20,36.86687576,0,Capomulin,Female,3,17
969,a897,20,54.59570541,3,Placebo,Male,7,28
970,c264,20,54.5681957,1,Zoniferol,Female,11,27
971,f545,20,58.84118888,1,Zoniferol,Female,20,26
972,y769,20,55.02572434,2,Ceftamin,Female,6,27
973,l471,20,52.22832698,0,Ceftamin,Female,7,28
974,l661,20,52.61749003,1,Ceftamin,Male,18,26
975,b313,20,53.9796797,1,Zoniferol,Male,12,27
976,a401,20,52.20451136,2,Zoniferol,Female,8,25
977,b759,20,54.44303502,0,Ceftamin,Female,12,25
978,k754,20,52.69342276,1,Zoniferol,Female,8,26
979,c302,20,54.08090836,3,Zoniferol,Female,10,29
980,j296,20,54.00534209,3,Ceftamin,Female,24,30
981,l490,20,51.90544699,1,Ceftamin,Male,24,26
982,l509,20,48.07045162,2,Capomulin,Male,17,21
983,w914,20,41.10809233,0,Capomulin,Male,24,21
984,k894,20,50.98163936,1,Zoniferol,Female,13,29
985,e227,20,56.6075521,1,Placebo,Male,1,30
986,a275,20,50.51343652,1,Ceftamin,Female,20,28
987,x581,20,51.20796943,3,Ceftamin,Female,19,28
988,o562,20,53.61686347,1,Propriva,Female,4,25
989,c139,20,56.74200681,0,Infubinol,Male,11,28
990,c282,20,51.95057423,0,Placebo,Male,12,27
991,v719,20,54.04860769,1,Infubinol,Female,17,30
992,v991,20,57.74069459,2,Propriva,Female,10,30
993,s337,20,49.20205408,1,Zoniferol,Male,14,27
994,c927,20,55.48168922,1,Propriva,Female,4,26
995,t994,20,56.52795159,1,Placebo,Male,14,30
996,a788,20,54.06098332,1,Zoniferol,Male,5,30
997,c895,20,53.6768396,2,Infubinol,Female,7,29
998,l897,20,44.81309343,0,Capomulin,Male,17,19
999,f345,20,49.61338303,0,Infubinol,Male,23,26
1000,c559,20,52.60436695,2,Zoniferol,Female,19,28
1001,r944,20,43.22567119,1,Capomulin,Male,12,25
1002,p438,20,52.90529861,0,Ceftamin,Female,11,26
1003,o795,20,60.61005916,3,Placebo,Female,20,26
1004,y865,20,52.36198241,1,Ceftamin,Male,23,26
1005,x773,20,49.7397129,3,Placebo,Female,21,30
1006,w193,20,50.00513807,0,Infubinol,Male,22,30
1007,j365,20,50.93935278,1,Zoniferol,Male,24,28
